batch_id,grade,id,dimension,band,difficulty_rank,template_family,question_text,option_A,option_B,option_C,option_D,correct_answer,explanation_step_1,explanation_step_2,explanation_step_3,final_answer,time_target_sec,solution_type,solution_data,explanation
ADAPT_G6-8_BANK_400,8,G8_Q288,QR,B1,7,multistep_word,Ravi has 28 stickers and gets 18 more. He gives away 7. How many stickers does he have now?,44,39,41,37,B,Step 1: Total after getting more = 28 + 18 = 46.,Step 2: Give away 7: 46 ? 7 = 39.,,39,75,word_problem,operation=add_then_sub;operands=28|18|7;result=39,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 39."
ADAPT_G6-8_BANK_400,8,G8_Q289,QR,B2,9,ratio_word,"Red:Blue marbles are in the ratio 5:3. If there are 12 blue marbles, how many red marbles are there?",16,28,20,24,C,"Step 1: 3 parts = 12, so 1 part = 4.",Step 2: Red = 5 parts = 5 × 4 = 20.,,20,90,ratio,ratio=5|3;given_blue=12;result=20,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 20."
ADAPT_G6-8_BANK_400,8,G8_Q290,QR,B2,9,multistep_word,Ravi has 31 stickers and gets 31 more. He gives away 5. How many stickers does he have now?,59,57,62,55,B,Step 1: Total after getting more = 31 + 31 = 62.,Step 2: Give away 5: 62 ? 5 = 57.,,57,90,word_problem,operation=add_then_sub;operands=31|31|5;result=57,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 57."
ADAPT_G6-8_BANK_400,8,G8_Q297,LR,A2,5,ordering_3,Nisha is taller than Riya. Riya is taller than Sam. Who is the shortest?,Nisha,Riya,Sam,Cannot be determined,C,Step 1: Nisha > Riya.,Step 2: Riya > Sam.,Step 3: So Sam is the shortest.,Sam,60,logic_rule,rules=Nisha>Riya|Riya>Sam;solution=Sam,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Sam."
ADAPT_G6-8_BANK_400,8,G8_Q298,LR,A2,6,ordering_3,Meena is taller than Sam. Sam is taller than Kavya. Who is the shortest?,Meena,Sam,Kavya,Cannot be determined,C,Step 1: Meena > Sam.,Step 2: Sam > Kavya.,Step 3: So Kavya is the shortest.,Kavya,60,logic_rule,rules=Meena>Sam|Sam>Kavya;solution=Kavya,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Kavya."
ADAPT_G6-8_BANK_400,8,G8_Q299,LR,A2,5,ordering_3,Nisha is taller than Sam. Sam is taller than Riya. Who is the shortest?,Nisha,Sam,Riya,Cannot be determined,C,Step 1: Nisha > Sam.,Step 2: Sam > Riya.,Step 3: So Riya is the shortest.,Riya,60,logic_rule,rules=Nisha>Sam|Sam>Riya;solution=Riya,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Riya."
ADAPT_G6-8_BANK_400,8,G8_Q300,LR,A2,5,ordering_3,Kavya is taller than Nisha. Nisha is taller than Riya. Who is the shortest?,Kavya,Nisha,Riya,Cannot be determined,C,Step 1: Kavya > Nisha.,Step 2: Nisha > Riya.,Step 3: So Riya is the shortest.,Riya,60,logic_rule,rules=Kavya>Nisha|Nisha>Riya;solution=Riya,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Riya."
ADAPT_G6-8_BANK_400,8,G8_Q301,LR,A2,5,ordering_3,Nisha is taller than Riya. Riya is taller than Kavya. Who is the shortest?,Nisha,Riya,Kavya,Cannot be determined,C,Step 1: Nisha > Riya.,Step 2: Riya > Kavya.,Step 3: So Kavya is the shortest.,Kavya,60,logic_rule,rules=Nisha>Riya|Riya>Kavya;solution=Kavya,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Kavya."
ADAPT_G6-8_BANK_400,8,G8_Q302,LR,A2,6,ordering_3,Kavya is taller than Meena. Meena is taller than Nisha. Who is the shortest?,Kavya,Meena,Nisha,Cannot be determined,C,Step 1: Kavya > Meena.,Step 2: Meena > Nisha.,Step 3: So Nisha is the shortest.,Nisha,60,logic_rule,rules=Kavya>Meena|Meena>Nisha;solution=Nisha,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Nisha."
ADAPT_G6-8_BANK_400,8,G8_Q303,LR,A2,6,ordering_3,Kavya is taller than Ravi. Ravi is taller than Riya. Who is the shortest?,Kavya,Ravi,Riya,Cannot be determined,C,Step 1: Kavya > Ravi.,Step 2: Ravi > Riya.,Step 3: So Riya is the shortest.,Riya,60,logic_rule,rules=Kavya>Ravi|Ravi>Riya;solution=Riya,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Riya."
ADAPT_G6-8_BANK_400,8,G8_Q304,LR,A2,6,ordering_3,Riya is taller than Aarav. Aarav is taller than Nisha. Who is the shortest?,Riya,Aarav,Nisha,Cannot be determined,C,Step 1: Riya > Aarav.,Step 2: Aarav > Nisha.,Step 3: So Nisha is the shortest.,Nisha,60,logic_rule,rules=Riya>Aarav|Aarav>Nisha;solution=Nisha,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Nisha."
ADAPT_G6-8_BANK_400,8,G8_Q305,LR,B1,7,ordering_4,"Four friends stand in a line: Bala, Dev, Asha, Esha. Bala is before Dev. Asha is before Esha. Which statement must be true?",Dev is first,Bala is before Dev,Esha is before Asha,Asha is last,B,Step 1: One rule given is 'Bala is before Dev'.,Step 2: That must always be true.,,Bala is before Dev,75,logic_rule,rules=Bala_before_Dev|Asha_before_Esha;solution=Bala_before_Dev,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Bala is before Dev."
ADAPT_G6-8_BANK_400,8,G8_Q306,LR,B1,7,ordering_4,"Four friends stand in a line: Chirag, Farah, Asha, Dev. Chirag is before Farah. Asha is before Dev. Which statement must be true?",Farah is first,Chirag is before Farah,Dev is before Asha,Asha is last,B,Step 1: One rule given is 'Chirag is before Farah'.,Step 2: That must always be true.,,Chirag is before Farah,75,logic_rule,rules=Chirag_before_Farah|Asha_before_Dev;solution=Chirag_before_Farah,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Chirag is before Farah."
ADAPT_G6-8_BANK_400,8,G8_Q307,LR,B1,7,ordering_4,"Four friends stand in a line: Dev, Bala, Asha, Chirag. Dev is before Bala. Asha is before Chirag. Which statement must be true?",Bala is first,Dev is before Bala,Chirag is before Asha,Asha is last,B,Step 1: One rule given is 'Dev is before Bala'.,Step 2: That must always be true.,,Dev is before Bala,75,logic_rule,rules=Dev_before_Bala|Asha_before_Chirag;solution=Dev_before_Bala,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Dev is before Bala."
ADAPT_G6-8_BANK_400,8,G8_Q308,LR,B1,7,ordering_4,"Four friends stand in a line: Dev, Bala, Farah, Asha. Dev is before Bala. Farah is before Asha. Which statement must be true?",Bala is first,Dev is before Bala,Asha is before Farah,Farah is last,B,Step 1: One rule given is 'Dev is before Bala'.,Step 2: That must always be true.,,Dev is before Bala,75,logic_rule,rules=Dev_before_Bala|Farah_before_Asha;solution=Dev_before_Bala,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Dev is before Bala."
ADAPT_G6-8_BANK_400,8,G8_Q309,LR,B1,8,ordering_4,"Four friends stand in a line: Chirag, Bala, Esha, Dev. Chirag is before Bala. Esha is before Dev. Which statement must be true?",Bala is first,Chirag is before Bala,Dev is before Esha,Esha is last,B,Step 1: One rule given is 'Chirag is before Bala'.,Step 2: That must always be true.,,Chirag is before Bala,75,logic_rule,rules=Chirag_before_Bala|Esha_before_Dev;solution=Chirag_before_Bala,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Chirag is before Bala."
ADAPT_G6-8_BANK_400,8,G8_Q310,LR,B1,8,ordering_4,"Four friends stand in a line: Asha, Farah, Dev, Chirag. Asha is before Farah. Dev is before Chirag. Which statement must be true?",Farah is first,Asha is before Farah,Chirag is before Dev,Dev is last,B,Step 1: One rule given is 'Asha is before Farah'.,Step 2: That must always be true.,,Asha is before Farah,75,logic_rule,rules=Asha_before_Farah|Dev_before_Chirag;solution=Asha_before_Farah,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Asha is before Farah."
ADAPT_G6-8_BANK_400,8,G8_Q313,PAR,A1,3,seq_plus,"Find the next number: 9, 14, 19, 24, ?",24,29,34,39,B,Step 1: The pattern adds 5 each time.,Step 2: 24 + 5 = 29.,,29,45,sequence,rule=+5;sequence=9|14|19|24;result=29,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 29."
ADAPT_G6-8_BANK_400,8,G8_Q314,PAR,A1,3,seq_plus,"Find the next number: 2, 8, 14, 20, ?",20,26,32,38,B,Step 1: The pattern adds 6 each time.,Step 2: 20 + 6 = 26.,,26,45,sequence,rule=+6;sequence=2|8|14|20;result=26,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 26."
ADAPT_G6-8_BANK_400,8,G8_Q315,PAR,A1,3,seq_times2,"Find the next number: 5, 10, 20, 40, ?",76,80,84,40,B,Step 1: Each number is multiplied by 2.,Step 2: 40 × 2 = 80.,,80,45,sequence,rule=×2;sequence=5|10|20|40;result=80,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 80."
ADAPT_G6-8_BANK_400,8,G8_Q316,PAR,A1,3,seq_plus,"Find the next number: 6, 10, 14, 18, ?",18,22,26,30,B,Step 1: The pattern adds 4 each time.,Step 2: 18 + 4 = 22.,,22,45,sequence,rule=+4;sequence=6|10|14|18;result=22,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 22."
ADAPT_G6-8_BANK_400,8,G8_Q317,PAR,A1,3,seq_plus,"Find the next number: 4, 7, 10, 13, ?",13,16,19,22,B,Step 1: The pattern adds 3 each time.,Step 2: 13 + 3 = 16.,,16,45,sequence,rule=+3;sequence=4|7|10|13;result=16,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 16."
ADAPT_G6-8_BANK_400,8,G8_Q318,PAR,A1,4,seq_plus,"Find the next number: 2, 6, 10, 14, ?",14,18,22,26,B,Step 1: The pattern adds 4 each time.,Step 2: 14 + 4 = 18.,,18,45,sequence,rule=+4;sequence=2|6|10|14;result=18,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 18."
ADAPT_G6-8_BANK_400,8,G8_Q319,PAR,A2,6,analogy_factor,Complete: 5 is to 10 as 6 is to ?,10,12,14,13,B,Step 1: 5 becomes 10 by multiplying by 2.,Step 2: 6 × 2 = 12.,,12,60,analogy,rule=×2;input=6;result=12,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 12."
ADAPT_G6-8_BANK_400,8,G8_Q320,PAR,A2,5,analogy_factor,Complete: 2 is to 4 as 3 is to ?,4,6,8,7,B,Step 1: 2 becomes 4 by multiplying by 2.,Step 2: 3 × 2 = 6.,,6,60,analogy,rule=×2;input=3;result=6,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 6."
ADAPT_G6-8_BANK_400,8,G8_Q321,PAR,A2,5,alt_rule,"Find the next number: 9, 12, 10, 13, 11, ?",13,14,15,16,B,"Step 1: The pattern alternates +3, then ?2.",Step 2: Continue the +3 step after the last term.,,14,60,sequence,rule=+3_-2_alternating;sequence=9|12|10|13|11;result=14,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 14."
ADAPT_G6-8_BANK_400,8,G8_Q322,PAR,A2,5,alt_rule,"Find the next number: 8, 11, 9, 12, 10, ?",12,13,14,15,B,"Step 1: The pattern alternates +3, then ?2.",Step 2: Continue the +3 step after the last term.,,13,60,sequence,rule=+3_-2_alternating;sequence=8|11|9|12|10;result=13,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 13."
ADAPT_G6-8_BANK_400,8,G8_Q323,PAR,A2,5,analogy_factor,Complete: 6 is to 18 as 7 is to ?,18,21,24,22,B,Step 1: 6 becomes 18 by multiplying by 3.,Step 2: 7 × 3 = 21.,,21,60,analogy,rule=×3;input=7;result=21,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 21."
ADAPT_G6-8_BANK_400,8,G8_Q324,PAR,A2,5,analogy_opposites,Choose the best match: Hot : Cold :: Up : ?,Down,Left,Right,Fast,A,Step 1: The first pair are opposites.,Step 2: The opposite of Up is Down.,,Down,60,analogy,type=opposites;pair=Up:Down,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Down."
ADAPT_G6-8_BANK_400,8,G8_Q325,PAR,A2,6,analogy_factor,Complete: 3 is to 6 as 4 is to ?,6,8,10,9,B,Step 1: 3 becomes 6 by multiplying by 2.,Step 2: 4 × 2 = 8.,,8,60,analogy,rule=×2;input=4;result=8,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 8."
ADAPT_G6-8_BANK_400,8,G8_Q327,PAR,B1,7,two_rule,"Find the next number: 4, 7, 5, 8, 6, ?",7,9,11,12,B,Step 1: The pattern alternates +3 and ?2.,"Step 2: After 6, apply +3 to get 9.",,9,75,sequence,rule=+3_-2_alternating;sequence=4|7|5|8|6;result=9,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 9."
ADAPT_G6-8_BANK_400,8,G8_Q333,PAR,B2,9,rule_machine,"A rule changes a number by: multiply by 2, then add 1. If the input is 5, what is the output?",10,11,12,14,B,Step 1: 5 × 2 = 10.,Step 2: 10 + 1 = 11.,,11,90,rule_inference,rule=×2_then_+1;input=5;result=11,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 11."
ADAPT_G6-8_BANK_400,8,G8_Q334,PAR,B2,9,rule_machine,"A rule changes a number by: multiply by 2, then add 1. If the input is 11, what is the output?",22,23,24,26,B,Step 1: 11 × 2 = 22.,Step 2: 22 + 1 = 23.,,23,90,rule_inference,rule=×2_then_+1;input=11;result=23,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 23."
ADAPT_G6-8_BANK_400,8,G8_Q349,SR,B1,7,grid_move,A point moves 2 steps right and 3 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+2;dy=+3;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,8,G8_Q350,SR,B1,7,grid_move,A point moves 3 steps right and 1 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+3;dy=+1;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,8,G8_Q351,SR,B1,7,grid_move,A point moves 2 steps right and 1 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+2;dy=+1;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,8,G8_Q352,SR,B1,7,grid_move,A point moves 5 steps right and 3 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+5;dy=+3;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,8,G8_Q353,SR,B1,7,grid_move,A point moves 2 steps right and 4 steps up on a grid. Which direction is the overall movement?,Only right,Only up,Up and right,Down and left,C,Step 1: The move includes right and up directions.,Step 2: So the overall movement is up and right.,,Up and right,75,spatial_rule,type=grid_move;dx=+2;dy=+4;result=UpRight,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Up and right."
ADAPT_G6-8_BANK_400,8,G8_Q357,DI,A1,3,table_lookup,"Table: Grapes=8, Apples=13, Mangoes=7. How many Apples are there?",18,13,12,15,B,Step 1: Read the value for the item in the table.,Step 2: Apples = 13.,,13,45,table_lookup,Grapes=8;Apples=13;Mangoes=7;result=13,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 13."
ADAPT_G6-8_BANK_400,8,G8_Q358,DI,A1,3,table_lookup,"Table: Oranges=5, Grapes=13, Books=12. How many Grapes are there?",18,12,15,13,D,Step 1: Read the value for the item in the table.,Step 2: Grapes = 13.,,13,45,table_lookup,Oranges=5;Grapes=13;Books=12;result=13,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 13."
ADAPT_G6-8_BANK_400,8,G8_Q359,DI,A1,3,table_lookup,"Table: Mangoes=11, Oranges=13, Books=10. How many Books are there?",9,10,15,12,B,Step 1: Read the value for the item in the table.,Step 2: Books = 10.,,10,45,table_lookup,Mangoes=11;Oranges=13;Books=10;result=10,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 10."
ADAPT_G6-8_BANK_400,8,G8_Q360,DI,A1,3,table_lookup,"Table: Pens=12, Oranges=11, Bananas=12. How many Bananas are there?",14,17,12,11,C,Step 1: Read the value for the item in the table.,Step 2: Bananas = 12.,,12,45,table_lookup,Pens=12;Oranges=11;Bananas=12;result=12,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 12."
ADAPT_G6-8_BANK_400,8,G8_Q361,DI,A1,3,table_lookup,"Table: Books=5, Pens=6, Mangoes=20. How many Pens are there?",6,11,8,5,A,Step 1: Read the value for the item in the table.,Step 2: Pens = 6.,,6,45,table_lookup,Books=5;Pens=6;Mangoes=20;result=6,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 6."
ADAPT_G6-8_BANK_400,8,G8_Q362,DI,A1,4,table_lookup,"Table: Pens=17, Grapes=12, Oranges=9. How many Pens are there?",16,17,19,22,B,Step 1: Read the value for the item in the table.,Step 2: Pens = 17.,,17,45,table_lookup,Pens=17;Grapes=12;Oranges=9;result=17,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 17."
ADAPT_G6-8_BANK_400,8,G8_Q363,DI,A2,6,difference,"A table shows: May=24, June=39. How many more in June than May?",16,15,18,14,B,Step 1: Find the difference (June ? May).,Step 2: 39 ? 24 = 15.,,15,60,arithmetic,operation=subtraction;operands=39|24;result=15,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 15."
ADAPT_G6-8_BANK_400,8,G8_Q364,DI,A2,6,total,"A table shows: Pens=17, Pencils=13, Notebooks=3. What is the total items?",36,34,32,33,D,Step 1: Add all values.,Step 2: 17 + 13 + 3 = 33.,,33,60,arithmetic,operation=addition;operands=17|13|3;result=33,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 33."
ADAPT_G6-8_BANK_400,8,G8_Q365,DI,A2,5,difference,"A table shows: May=17, June=29. How many more in June than May?",15,11,12,13,C,Step 1: Find the difference (June ? May).,Step 2: 29 ? 17 = 12.,,12,60,arithmetic,operation=subtraction;operands=29|17;result=12,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 12."
ADAPT_G6-8_BANK_400,8,G8_Q366,DI,A2,5,total,"A table shows: Notebooks=13, Markers=14, Pens=8. What is the total items?",35,34,36,38,A,Step 1: Add all values.,Step 2: 13 + 14 + 8 = 35.,,35,60,arithmetic,operation=addition;operands=13|14|8;result=35,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 35."
ADAPT_G6-8_BANK_400,8,G8_Q367,DI,A2,6,difference,"A table shows: May=20, June=26. How many more in June than May?",9,6,7,5,B,Step 1: Find the difference (June ? May).,Step 2: 26 ? 20 = 6.,,6,60,arithmetic,operation=subtraction;operands=26|20;result=6,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 6."
ADAPT_G6-8_BANK_400,8,G8_Q368,DI,A2,5,total,"A table shows: Pencils=10, Notebooks=6, Markers=11. What is the total items?",30,28,27,26,C,Step 1: Add all values.,Step 2: 10 + 6 + 11 = 27.,,27,60,arithmetic,operation=addition;operands=10|6|11;result=27,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 27."
ADAPT_G6-8_BANK_400,8,G8_Q369,DI,A2,5,compare,"In a chart, Team A scored 15 and Team B scored 23. Who scored more?",Team A,Team B,Both same,Cannot tell,B,Step 1: Compare the two scores.,"Step 2: 23 is greater, so Team B scored more.",,Team B,60,compare,A=15;B=23;result=Team B,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Team B."
ADAPT_G6-8_BANK_400,8,G8_Q370,DI,A2,6,compare,"In a chart, Team A scored 30 and Team B scored 26. Who scored more?",Team A,Team B,Both same,Cannot tell,A,Step 1: Compare the two scores.,"Step 2: 30 is greater, so Team A scored more.",,Team A,60,compare,A=30;B=26;result=Team A,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : Team A."
ADAPT_G6-8_BANK_400,8,G8_Q371,DI,B1,7,max_min,"Values are: 15, 30, 20, 14. Which is the greatest?",15,30,20,14,B,Step 1: Compare all the numbers.,Step 2: The greatest value is 30.,,30,75,arithmetic,operation=max;operands=15|30|20|14;result=30,"Step 1: Carefully analyze the problem and identify the rule or logic required.
Step 2: Apply the reasoning step by step to reach the correct solution.
Step 3: After applying the logic correctly, we determine the correct option.

Therefore, the correct answer is Option : 30."
